Handle,Post URL,Title,Date,Full Text,Post ID
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3mbsa6jermk2p,Thomas Massie tonight says DOJ is citing laws that,2026-01-07,"Thomas Massie tonight says DOJ is citing laws that don’t apply to hide key parts of the Epstein files: “They’re still trying to protect billionaires, politically connected people, and trying to obscure the involvement of our own intelligence agencies.”",3mbsa6jermk2p
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mbrdmryol22a,"Flashback: On January 6th, Marco Rubio compared Tr",2026-01-06,"Flashback: On January 6th, Marco Rubio compared Trump’s MAGA Capitol attack to the military coup of Cuba.",3mbrdmryol22a
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mbralcctv22m,FLASHBACK: Charlie Kirk on January 6th: “All the p,2026-01-06,"FLASHBACK: Charlie Kirk on January 6th: “All the people that came into Congress today, that broke the law, should be held to the highest level of criminal prosecution.”",3mbralcctv22m
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mbicpqxumc2o,GOP Rep. Tom Emmer enjoying the music at Mar-a-Lag,2026-01-03,GOP Rep. Tom Emmer enjoying the music at Mar-a-Lago as Trump cuts childcare funds in his state,3mbicpqxumc2o
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mbi3wmpusc2j,Trump mentioning the Pope’s brother at his Mar-a-L,2026-01-02,Trump mentioning the Pope’s brother at his Mar-a-Lago “yacht party.”  Trump has not reported to the White House in almost 2 weeks. He has been throwing multiple parties and dinners at his Palm Beach resorts instead.,3mbi3wmpusc2j
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mbg2rpaljs2h,Kristi Noem dancing along to Vanilla Ice at Mar-a-,2026-01-02,Kristi Noem dancing along to Vanilla Ice at Mar-a-Lago,3mbg2rpaljs2h
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3mbfnunvxok23,Nobody parties harder than Stephen Miller.,2026-01-02,Nobody parties harder than Stephen Miller.,3mbfnunvxok23
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mbetu2545c2i,Caviar station and ice sculpture at Trump’s Mar-a-,2026-01-01,Caviar station and ice sculpture at Trump’s Mar-a-Lago party as food banks continue to be stretched thin,3mbetu2545c2i
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mbetspq4cs2i,Caviar station and ice sculpture at Trump’s Mar-a-,2026-01-01,Caviar station and ice sculpture at Trump’s Mar-a-Lago party as food banks continue to be stretched thin,3mbetspq4cs2i
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mbet5hhwbs2i,Mar-a-Lago guests dining at Trump’s fancy party at,2026-01-01,Mar-a-Lago guests dining at Trump’s fancy party at Americans struggle with grocery prices,3mbet5hhwbs2i
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mbeqcaynrk2i,The party last night inside Trump’s Mar-a-Lago bal,2026-01-01,The party last night inside Trump’s Mar-a-Lago ballroom. He wants to replicate this at the White House.,3mbeqcaynrk2i
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mbeqbdbyus2i,The party last night inside Trump’s Mar-a-Lago bal,2026-01-01,The party last night inside Trump’s Mar-a-Lago ballroom. He wants to replicate this at the White House.,3mbeqbdbyus2i
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mberix6wuc2i,"Trump, who cut music education funding for schools",2026-01-01,"Trump, who cut music education funding for schools, had musicians greeting guests as they arrived at his Mar-a-Lago party.",3mberix6wuc2i
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mbepg3xuec2i,Vanilla Ice performing with a dancing Ninja Turtle,2026-01-01,Vanilla Ice performing with a dancing Ninja Turtle at Trump’s Mar-a-Lago New Year’s Eve party,3mbepg3xuec2i
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mbctw35vt22a,Trump at his golf club recently. Trump hasn’t been,2025-12-31,Trump at his golf club recently. Trump hasn’t been to the White House in 11 days.,3mbctw35vt22a
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3mb6gt3x3xc2g,So Netanyahu met with Trump today and now Trump is,2025-12-30,So Netanyahu met with Trump today and now Trump is threatening to bomb Iran again. Amazing how that happens.,3mb6gt3x3xc2g
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3mb6f7fw5fc2g,I’m sure Ukraine can trust Trump’s “security guara,2025-12-30,I’m sure Ukraine can trust Trump’s “security guarantees” in a peace deal. Nothing to worry about. His word is solid. Like oak.,3mb6f7fw5fc2g
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mb5zsrq5r22w,Trump shared this bonkers video of Roseanne Barr c,2025-12-29,Trump shared this bonkers video of Roseanne Barr claiming COVID and the Post Office were used to cheat Trump out of winning the 2020 election,3mb5zsrq5r22w
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mb5x4xvu3c2i,Trump posted this video suggesting turning July 4t,2025-12-29,"Trump posted this video suggesting turning July 4th into Election Day, and eliminating all other voting days",3mb5x4xvu3c2i
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mb5rvg4kh22i,Trump shared this video which at one point implied,2025-12-29,Trump shared this video which at one point implied he isn’t on the Epstein list,3mb5rvg4kh22i
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3mansczr6wc2f,Trump’s new special envoy to Greenland Jeff Landry,2025-12-23,Trump’s new special envoy to Greenland Jeff Landry says he’s the perfect person to persuade them to become part of the US because his family has lived in Louisiana for 300 years and Greenland falls under the Monroe Doctrine and he going to bring them great Cajun food.,3mansczr6wc2f
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mama4wif7c2b,South Carolina GOP candidate Pastor John Lastinger,2025-12-22,"South Carolina GOP candidate Pastor John Lastinger preaches against food assistance for the poor, calling it “socialism.”  Lastinger is running to replace GOP Rep. RJ May who pleaded guilty to distributing sexual abuse material involving children. The election is Tuesday.",3mama4wif7c2b
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3mam25yddh22i,Young women entering Trump’s golf club to sing las,2025-12-22,Young women entering Trump’s golf club to sing last night,3mam25yddh22i
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3majyrikeyk2f,Why did CBS delete this promo and cancel this from,2025-12-22,Why did CBS delete this promo and cancel this from airing in full?,3majyrikeyk2f
patriottakes.bsky.social,https://bsky.app/profile/patriottakes.bsky.social/post/3malyrfiu5s2i,Multiple tables of desserts at Trump’s golf club a,2025-12-22,Multiple tables of desserts at Trump’s golf club as food banks around the country run low on supplies,3malyrfiu5s2i
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3mahqlfwgfc23,Andrew Tate and Jake Paul losing the same weekend.,2025-12-21,Andrew Tate and Jake Paul losing the same weekend. Sad.,3mahqlfwgfc23
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3mag4oxluok2t,Trump endorses Mike Lindell in his run for governo,2025-12-20,Trump endorses Mike Lindell in his run for governor of Minnesota.,3mag4oxluok2t
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3maepiom3es2h,Montage of Howard Lutnick over the past 9 months c,2025-12-19,Montage of Howard Lutnick over the past 9 months constantly moving the goalposts on when the economy is going to be booming - 4Q! 1Q! 2Q! 1 year!   He was asked in March when it wasn’t going to be Biden’s fault anymore: “We own the economy in the 4th quarter!”,3maepiom3es2h
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3ma7v7ukd2k2q,Former OK schools chief Ryan Walters is melting do,2025-12-18,"Former OK schools chief Ryan Walters is melting down after the OK Supreme Court struck down the history curriculum he mandated, which included Bible study and materials arguing that the 2020 election was stolen.",3ma7v7ukd2k2q
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3ma7522dp2k2f,Kash Patel’s FBI is working hard to find the Brown,2025-12-17,Kash Patel’s FBI is working hard to find the Brown University shooting suspect.,3ma7522dp2k2f
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3ma5fgww6os2j,Kash says it’s unfair for people to criticize him ,2025-12-17,"Kash says it’s unfair for people to criticize him for using the FBI jet to see his girlfriend because he only goes to about 15% of her music performances, and nobody criticized the former directors for going on vacations.",3ma5fgww6os2j
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3ma6onceiy227,The trailer for Melania’s movie is out.,2025-12-17,The trailer for Melania’s movie is out.,3ma6onceiy227
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3ma2yfnpvlc2g,Mike Johnson refuses to comment on Trump’s post ab,2025-12-16,Mike Johnson refuses to comment on Trump’s post about Rob Reiner and runs away from reporters.,3ma2yfnpvlc2g
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3ma5bqxyn7c24,Kash Patel & his girlfriend are on Katie Miller’s ,2025-12-16,"Kash Patel & his girlfriend are on Katie Miller’s podcast. Kash said he has to work very hard to make their long distance relationship work: “Like anybody else, we get on planes and met where we could. Sometimes Nashville, sometimes Vegas, or on the road wheee she’s performing.”",3ma5bqxyn7c24
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3ma5cbufaic24,Kash gets emotional describing how he and his girl,2025-12-16,"Kash gets emotional describing how he and his girlfriend deal with people on social media who criticize their relationship, but he says those people are just envious of the fact that they are both thriving and so successful.",3ma5cbufaic24
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m7w3dfx5ts2s,25 posts in 3 days from CBS featuring Bari Weiss w,2025-12-14,25 posts in 3 days from CBS featuring Bari Weiss with Erika Kirk.   Or maybe Erika Kirk with Bari Weiss - it’s hard to tell who was supposed to be the one featured in all this.,3m7w3dfx5ts2s
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m7tj4bhtj22q,Today in the Republican Party: Dan Crenshaw releas,2025-12-13,Today in the Republican Party: Dan Crenshaw releases a video explaining why he’s threatening to sue a podcaster for accusing him of hiring DJ Steve Aoki for a party and for claiming that Crenshaw was conspiring to get a gang of Navy SEALs together to physically assault him.,3m7tj4bhtj22q
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m7v7ucym6s2i,Trump 2024 campaign video: “All other presidents f,2025-12-13,Trump 2024 campaign video: “All other presidents failed. They didn’t know what they were doing. I defeated ISIS in just a matter of weeks. Thank you.”,3m7v7ucym6s2i
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m7jil7uf2c2v,This is when I knew Xi was going to take this babb,2025-12-09,"This is when I knew Xi was going to take this babbling fool to the cleaners, and us in the process.   The Golden Age of Dipshittery.",3m7jil7uf2c2v
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m7ilrln6xk2r,Colton Moore just announced he is running for the ,2025-12-08,Colton Moore just announced he is running for the seat being vacated by Marge Greene.,3m7ilrln6xk2r
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m7belw47m22n,We have become a profoundly ridiculous country. Th,2025-12-05,We have become a profoundly ridiculous country. This makes the Nero-era look sane and normal.,3m7belw47m22n
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m7ahzwf4mc2u,The CEO of Palantir.,2025-12-05,The CEO of Palantir.,3m7ahzwf4mc2u
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m777maohok2o,State propaganda media.,2025-12-05,State propaganda media.,3m777maohok2o
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m6xwazzvoc2y,Pete Hegseth on Sept 3 talking about the strike on,2025-12-02,Pete Hegseth on Sept 3 talking about the strike on boats where 2 survivors were later killed in a second strike: “I watched it live.”,3m6xwazzvoc2y
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m6xl4octjc2q,Junior is melting down tonight about the special e,2025-12-01,"Junior is melting down tonight about the special election tomorrow in TN, which should be a cakewalk for Republicans. But it isn’t, thanks to his dad’s unpopularity.",3m6xl4octjc2q
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m6qagxjaq22t,Lindsey Graham sponsored the Afghan Adjustment Act,2025-11-29,Lindsey Graham sponsored the Afghan Adjustment Act: “This is the right thing to do. The people who were there with us in the fight who are here in America need to stay. This will be their new home. We have a moral obligation to these people and they will make great citizens.”,3m6qagxjaq22t
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m6kqyczpgk2j,Interesting attire for a US Ambassador at a formal,2025-11-26,Interesting attire for a US Ambassador at a formal occasion.,3m6kqyczpgk2j
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m6fdmkux7k2u,Melania Trump walks out of the WH for a photo op w,2025-11-24,Melania Trump walks out of the WH for a photo op with the Christmas Tree.,3m6fdmkux7k2u
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m6ch3gv4k22p,Trump’s special envoy Witkoff put his hand over hi,2025-11-23,Trump’s special envoy Witkoff put his hand over his heart when Putin walked in the room. Like he’s reunited with a loved one. That really tells you all you need to know.,3m6ch3gv4k22p
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m66nqf2wok2f,Marge Greene announces she is resigning from Congr,2025-11-22,"Marge Greene announces she is resigning from Congress, that she doesn’t want to go through a brutal primary against a Trump backed opponent, and says Trump has treated her like a battered wife and has been hateful to her and is trying to destroy her.",3m66nqf2wok2f
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m5wz7so2vk23,"Yeah, I dont know Gym … bsky.app/profile/atru...",2025-11-19,"Yeah, I dont know Gym … bsky.app/profile/atru...",3m5wz7so2vk23
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m5ydgwzuvc2x,"Montage of 19 clips of Trump insulting, berating, ",2025-11-19,"Montage of 19 clips of Trump insulting, berating, demeaning and attacking female reporters over the past few months. Part 1.",3m5ydgwzuvc2x
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m5ydkiqu5s2x,Part 2,2025-11-19,Part 2,3m5ydkiqu5s2x
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m5un6zdpuk2s,A member of the United States House of Representat,2025-11-18,"A member of the United States House of Representatives. It’s not necessary to tell you which politician party, that is self-evident.",3m5un6zdpuk2s
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m5upfonzmk2s,Kristi Noem is mad that protesters are blowing whi,2025-11-18,Kristi Noem is mad that protesters are blowing whistles at ICE agents.,3m5upfonzmk2s
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m5pcg5oi6k2w,Here is Trump when he owned the Miss Universe and ,2025-11-15,Here is Trump when he owned the Miss Universe and Miss Teen USA pageants bragging about how he “was able to get away with” going backstage when contestants were naked since he was the boss and he had to do “inspections.”,3m5pcg5oi6k2w
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m5lpussmmk2u,Actor Jon Voight calls on Trump to “terminate imme,2025-11-14,Actor Jon Voight calls on Trump to “terminate immediately” the mayoralty of Mamdani because he’s going to turn NYC into “a forbidden place of darkness” and a “refugee shelter for the radical Muslim ideology.”,3m5lpussmmk2u
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m5fjoxzgb22i,Trump’s gold bling in the WH reminded me of a clip,2025-11-12,Trump’s gold bling in the WH reminded me of a clip I posted 5 years ago of Charlie Sheen in the UK telling a story of the time Trump gave him a wedding gift.,3m5fjoxzgb22i
ronfilipkowski.bsky.social,https://bsky.app/profile/ronfilipkowski.bsky.social/post/3m5gvxgfn422r,Some bizarre stuff going down in the Oval these da,2025-11-12,Some bizarre stuff going down in the Oval these days. After spraying the Syrian president with his Trump Fragrance he then asks him how many wives he has.,3m5gvxgfn422r
thegoodliars.bsky.social,https://bsky.app/profile/thegoodliars.bsky.social/post/3m27dvj5hb22o,“Post-birth Abortion”,2025-10-02,“Post-birth Abortion”,3m27dvj5hb22o
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lyvqbcvtws27,MAGA Logic:,2025-09-15,MAGA Logic:,3lyvqbcvtws27
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lyvt2hdqjc27,I just exposed the DEEP STATE!,2025-09-15,I just exposed the DEEP STATE!,3lyvt2hdqjc27
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3ltz55ukqv22i,I tried to blend in at an Anti-Abortion rally.,2025-07-15,I tried to blend in at an Anti-Abortion rally.,3ltz55ukqv22i
thegoodliars.bsky.social,https://bsky.app/profile/thegoodliars.bsky.social/post/3lt3celqaqk2m,Substack officially LAUNCHED: substack.com/thegood,2025-07-03,Substack officially LAUNCHED: substack.com/thegoodliars,3lt3celqaqk2m
thegoodliars.bsky.social,https://bsky.app/profile/thegoodliars.bsky.social/post/3lny7ao6qnc2v,"Big anti-Trump protest in Warren, Michigan. Seemed",2025-04-29,"Big anti-Trump protest in Warren, Michigan. Seemed like more people than we saw in line for the Trump rally.",3lny7ao6qnc2v
thegoodliars.bsky.social,https://bsky.app/profile/thegoodliars.bsky.social/post/3liubwxitvk2j,Talked to someone wearing an ICE costume at CPAC.,2025-02-23,Talked to someone wearing an ICE costume at CPAC.,3liubwxitvk2j
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lgt7zd5blc2j,Jesus Christ is not allowed here according to MAGA,2025-01-28,Jesus Christ is not allowed here according to MAGA😂,3lgt7zd5blc2j
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lge7g4x3jc2u,Video_3lge7g4x3jc2u,2025-01-22,,3lge7g4x3jc2u
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lfnu4dktes26,The time I trolled General Flynn.,2025-01-13,The time I trolled General Flynn.,3lfnu4dktes26
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lfitwtnbpk2h,Does anyone in LA want to safely volunteer? Here i,2025-01-11,Does anyone in LA want to safely volunteer? Here is where you go.,3lfitwtnbpk2h
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3le6g6o3pmk2c,That time I called Matt Gaetz a Pedo.,2024-12-26,That time I called Matt Gaetz a Pedo.,3le6g6o3pmk2c
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lcsxfdsudk2b,All of NYC right now,2024-12-08,All of NYC right now,3lcsxfdsudk2b
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lcqbyraynk26,Video_3lcqbyraynk26,2024-12-07,,3lcqbyraynk26
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lcdobueq2s2w,Anti-Abortion protestors gets mad when we give him,2024-12-02,Anti-Abortion protestors gets mad when we give him a baby.,3lcdobueq2s2w
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lcaxnx4h722b,I tried to blend in with Anti-Abortion protestors,2024-12-01,I tried to blend in with Anti-Abortion protestors,3lcaxnx4h722b
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lc3mrx6ayc27,Mom’s for Liberty tells me they’re against EMPATHY,2024-11-29,Mom’s for Liberty tells me they’re against EMPATHY.,3lc3mrx6ayc27
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lbu5icwkas2o,I saw Russell Brand and told him he was a nazi.,2024-11-26,I saw Russell Brand and told him he was a nazi.,3lbu5icwkas2o
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lboco663tc2e,MAGA was furious at me for saying this.,2024-11-24,MAGA was furious at me for saying this.,3lboco663tc2e
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lbmdsesoqk2i,"I trolled Rudy Giuliani, because he’s a piece of 💩",2024-11-23,"I trolled Rudy Giuliani, because he’s a piece of 💩",3lbmdsesoqk2i
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lbgp6pjfis2k,“Just because I voted differently”,2024-11-21,“Just because I voted differently”,3lbgp6pjfis2k
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lbezkpkjws2k,I speak with a deported US military veteran. When ,2024-11-20,"I speak with a deported US military veteran. When Trump carries out mass deportations, these are the people that will be affected.",3lbezkpkjws2k
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lba3lrzquc2g,I explain tariffs to MAGA,2024-11-18,I explain tariffs to MAGA,3lba3lrzquc2g
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lb6uyus5ik26,Reading the Bible to MAGA,2024-11-18,Reading the Bible to MAGA,3lb6uyus5ik26
thegoodliars.bsky.social,https://bsky.app/profile/thegoodliars.bsky.social/post/3lb4bgccwpk23,Is God pro-life?,2024-11-17,Is God pro-life?,3lb4bgccwpk23
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lb3va7h6ns26,Trolling Trump’s new head of the EPA Lee Zeldin.,2024-11-16,Trolling Trump’s new head of the EPA Lee Zeldin.,3lb3va7h6ns26
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3laxeeyl6wk2h,I brought my dog to RFK jr after the rabies vaccin,2024-11-15,I brought my dog to RFK jr after the rabies vaccine made her stop barking,3laxeeyl6wk2h
waltermasterson.bsky.social,https://bsky.app/profile/waltermasterson.bsky.social/post/3lawz7gwfvs25,I called Attorney General Matt Gaetz a P3do,2024-11-14,I called Attorney General Matt Gaetz a P3do,3lawz7gwfvs25
